mangaid,ha_z
1-146463,0.07490177
1-146463,0.07490182
1-383997,0.0919624
1-383997,0.09196241
1-384038,0.09314846
1-384038,0.09314956
1-298868,0.02781081
1-298868,0.02781083
1-298537,0.01290876
1-298537,0.01290875
1-384548,0.05460185
1-384548,0.05460188
1-298546,0.01451446
1-298546,0.01494636
1-384554,0.02221126
1-384554,0.02221126
1-298715,0.01980103
1-298715,0.01980103
1-298668,0.02494539
1-298668,0.02494539
1-584936,0.02103555
1-584936,0.02103555
1-298727,0.0155667
1-298727,0.01556669
1-384547,0.01956251
1-384547,0.01956251
1-298533,0.01530769
1-298533,0.01530769
1-298708,0.09485742
1-298708,0.09488472
1-384621,0.09097911
1-384621,0.09085938
1-556714,0.09675057
1-556714,0.09675061
1-384065,0.09196956
1-384065,0.09196831
1-163887,-999
1-163887,-999
1-163966,0.02662713
1-163966,0.02662714
1-163912,0.04206118
1-163912,0.04206118
1-218230,0.08097545
1-218230,0.0809456
1-229888,0.04634612
1-229888,0.04634612
1-217928,0.04365493
1-217928,0.04383507
1-218041,0.07272688
1-218041,0.07272688
1-218077,0.04643935
1-218077,0.04643933
1-163992,0.04726868
1-163992,0.04726778
1-218243,0.07166373
1-218243,0.07166374
1-218009,-999
1-218009,-999
1-229914,0.020119
1-229914,0.020119
1-604970,0.02753943
1-604970,0.02753943
1-218055,0.04737217
1-218055,0.04734464
1-584801,0.02544086
1-584801,0.02544091
1-163959,-999
1-163959,-999
1-556691,0.07253903
1-556691,0.07254819
1-164062,0.02294735
1-164062,0.0229482
1-218353,0.02183013
1-218353,0.02182928
1-218328,0.03649693
1-218328,0.03649693
1-163907,0.01403498
1-163907,0.01403497
1-605029,0.01394676
1-605029,0.01394677
1-146247,0.07725371
1-146247,0.07725372
1-163917,0.0702929
1-163917,0.07038134
1-163965,0.02800497
1-163965,0.02800494
1-164148,0.04261722
1-164148,0.04261722
1-218200,0.0238984
1-218200,0.0238984
1-218326,0.02627
1-218326,0.02626997
1-604928,0.04240479
1-604928,0.04240479
1-218248,0.02731341
1-218248,0.02731342
1-163908,0.0170665
1-163908,0.0170665
1-218167,0.02199966
1-218167,0.02199966
1-163975,0.0227776
1-163975,0.02277771
1-218152,0.02561746
1-218152,0.02561746
1-218322,0.07714175
1-218322,0.07714188
1-218280,0.02552213
1-218280,0.02552219
1-218519,0.01545435
1-218519,0.01545435
1-218295,0.03767297
1-218295,0.03767284
1-230171,0.02022
1-230171,0.02021734
1-218293,0.04612655
1-218293,0.04612657
1-218266,0.03819993
1-218266,0.03819993
1-218324,0.03765419
1-218324,0.0376545
1-218427,0.1500539
1-218427,0.1503235
1-218435,0.01986678
1-218435,0.01986678
1-218417,0.03820798
1-218417,0.03820797
1-230177,0.01994302
1-230177,0.01994302
1-218412,0.02010732
1-218412,0.02010732
1-218430,0.02003092
1-218430,0.02003092
1-218444,0.02002782
1-218444,0.02002781
1-230173,0.02298118
1-230173,0.02298119
1-230145,0.03830634
1-230145,0.03830635
1-392720,0.05899144
1-392720,0.05899144
1-392691,0.04347975
1-392691,0.04347974
1-394390,0.03845228
1-394390,0.03842572
1-392670,0.05374639
1-392670,0.05374639
1-609414,0.1182053
1-609414,0.1184063
1-392007,0.02604684
1-392007,0.02604685
1-394355,0.03869807
1-394355,0.03869816
1-392636,0.0925776
1-392636,0.09249356
1-558139,0.02679643
1-558139,0.02679649
1-394326,0.1265734
1-394326,0.1265735
1-394382,0.1238466
1-394382,0.1236376
1-558143,0.08904212
1-558143,0.08902951
1-392649,0.0537394
1-392649,0.05373942
1-392978,0.02235653
1-392978,0.02235653
1-558115,0.1188372
1-558115,0.1187534
1-392952,0.06065166
1-392952,0.06065164
1-394362,0.08529785
1-394362,0.08529778
1-390168,0.04449497
1-390168,0.04449508
1-390282,0.0503714
1-390282,0.05037141
1-606955,0.02068071
1-606955,0.02068071
1-391014,0.03844986
1-391014,0.03844991
1-390054,0.04893105
1-390054,0.04893105
1-389503,0.02180251
1-389503,0.02180391
1-301834,0.04001117
1-301834,0.04001101
1-390232,0.03973882
1-390232,0.03973882
1-390223,0.09976976
1-390223,0.0997681
1-390086,0.02935545
1-390086,0.02935545
1-390056,0.04995967
1-390056,0.04995968
1-389514,0.03990301
1-389514,0.03990302
1-390228,0.05028553
1-390228,0.05028161
1-389499,0.05269418
1-389499,0.05269418
1-390999,0.02009579
1-390999,0.02009579
1-389479,0.02198734
1-389479,0.02198734
1-390277,-999
1-390277,-999
1-588617,0.03273321
1-588617,0.03273321
1-615167,0.02509503
1-615167,0.02509503
1-279676,0.05878534
1-279676,0.05878535
1-279412,0.03988441
1-279412,0.03988403
1-257412,0.02461613
1-257412,0.02461613
1-279544,0.03317094
1-279544,0.03317097
1-279690,0.03441261
1-279690,0.03398746
1-279554,0.02371863
1-279554,0.02342626
1-279617,0.04557282
1-279617,0.04557282
1-279666,0.04548933
1-279666,0.04548933
1-280053,0.05372368
1-280053,0.05372381
1-279381,0.03337127
1-279381,0.03337127
1-280104,0.03299263
1-280104,0.03299272
1-279329,0.05375269
1-279329,0.05375269
1-279675,0.03397079
1-279675,0.03397079
1-279011,0.04058349
1-279011,0.04058348
1-279410,0.03383872
1-279410,0.03383873
1-613799,0.05328377
1-613799,0.05329012
1-613949,0.03440597
1-613949,0.03440576
1-279314,0.140498
1-279314,0.1404286
1-279320,0.03336638
1-279320,0.03336634
1-576146,0.128927
1-576146,0.1289272
1-174119,0.02527648
1-174119,0.02527646
1-613755,0.06086358
1-613755,0.060863
1-279147,0.0532933
1-279147,0.05329331
1-279188,0.02479022
1-279188,0.02478988
1-279073,0.03235449
1-279073,0.03235448
1-279086,0.02445312
1-279086,0.02445321
1-278221,0.05419161
1-278221,0.05419161
1-279532,0.02478457
1-279532,0.02478457
1-174124,0.01575103
1-174124,0.01575103
1-174074,0.1275195
1-174074,0.1275114
1-279279,0.02504796
1-279279,0.02504795
1-279252,0.05322009
1-279252,0.05322048
1-614456,0.05757599
1-614456,0.05757594
1-149532,0.02330855
1-149532,0.02330855
1-174618,0.06871411
1-174618,0.06871412
1-149147,0.02716623
1-149147,0.02716622
1-174475,0.04604372
1-174475,0.04604372
1-149572,0.02717053
1-149572,0.02717053
1-174225,0.02606096
1-174225,0.02606019
1-149211,0.0473245
1-149211,0.0473245
1-149593,0.0260492
1-149593,0.02604915
1-174629,0.04799657
1-174629,0.04784143
1-576188,0.1277559
1-576188,0.1277568
1-174036,0.1100633
1-174036,0.110067
1-149148,0.04751828
1-149148,0.04649907
1-149235,0.04635864
1-149235,0.04635864
1-149580,0.04879951
1-149580,0.04880051
1-149200,0.04712811
1-149200,0.04712811
1-149586,0.02794928
1-149586,0.02794935
1-149054,0.0219386
1-149054,0.0219386
1-148954,0.02573378
1-148954,0.0257338
1-148855,0.02396472
1-148855,0.02396472
1-173958,0.07243356
1-173958,0.07243355
1-173872,0.02392226
1-173872,0.02392226
1-587930,0.02262422
1-587930,0.02262423
1-173903,0.1167543
1-173903,0.1167491
1-612565,0.021821
1-612565,0.021821
1-148601,0.02334962
1-148601,0.02334961
1-149067,0.02090334
1-149067,0.02090334
1-148893,0.069384
1-148893,0.06938332
1-149277,0.02337196
1-149277,0.02337196
1-173898,0.04627205
1-173898,0.0462456
1-148949,0.02563526
1-148949,0.02563517
1-149270,0.1160359
1-149270,0.1160217
1-148914,0.02148204
1-148914,0.02148204
1-173904,0.114109
1-173904,0.1140938
1-456405,0.0260853
1-456405,0.0260853
1-456959,0.02374469
1-456959,0.02365047
1-404152,0.01587607
1-404152,0.01587607
1-456881,0.0223029
1-456881,0.02223344
1-456637,0.02437202
1-456637,0.02438981
1-623581,0.02574599
1-623581,0.0258072
1-456691,0.02039587
1-456691,0.02042501
1-456635,0.02587429
1-456635,0.02585779
1-457153,0.02225676
1-457153,0.02223062
1-624035,0.0214867
1-624035,0.02147247
1-457146,0.02656638
1-457146,0.02657796
1-591248,0.02142998
1-591248,0.0214858
1-623758,0.01817177
1-623758,0.01817523
1-623593,0.01871865
1-623593,0.01869917
1-456658,0.02092422
1-456658,0.02100415
1-457215,0.02331285
1-457215,0.02327605
1-457223,0.02243631
1-457223,0.02239014
1-455684,0.04523636
1-455684,0.04523637
1-456286,0.0243244
1-456286,0.02440355
1-456610,0.02246018
1-456610,0.02245989
1-456288,0.01945259
1-456288,0.01955366
1-456915,0.02501631
1-456915,0.02501634
1-456687,0.02802699
1-456687,0.02802699
1-456308,0.01970836
1-456308,0.01996487
1-456305,0.01817222
1-456305,0.01802483
1-456505,0.0272828
1-456505,0.02728484
1-456634,0.01785999
1-456634,0.01782488
1-456744,0.02563374
1-456744,0.02499767
1-456309,0.02665635
1-456309,0.0266577
1-591006,-999
1-591006,-999
1-456937,0.03127006
1-456937,0.03125422
1-456936,0.01985868
1-456936,0.01990137
1-456821,0.02764779
1-456821,0.0276467
1-456842,0.02156405
1-456842,0.02227406
1-626830,0.02827864
1-626830,0.02827864
1-627000,0.06401746
1-627000,0.06401724
1-458515,0.02985294
1-458515,0.02985294
1-626979,0.07527355
1-626979,0.07527262
1-458504,0.06507943
1-458504,0.06507942
1-395508,0.02534857
1-395508,0.02534957
1-458272,0.02589408
1-458272,0.02589759
1-458459,0.02354478
1-458459,0.02354479
1-458359,0.02941471
1-458359,0.02941471
1-458395,0.02873298
1-458395,0.02873298
1-458209,0.02832526
1-458209,0.02832521
1-627041,0.0701656
1-627041,0.0701824
1-405986,0.03509968
1-405986,0.03509961
1-626829,0.03624737
1-626829,0.03624737
1-405999,0.02820525
1-405999,0.02820526
1-458168,0.02835573
1-458168,0.02835577
1-458448,0.06532251
1-458448,0.06532234
1-456757,0.02661975
1-456757,0.02653607
1-456757,0.02794578
1-456757,0.02799603
1-456757,0.02659131
1-456757,0.02642757
1-456757,0.02652529
1-456757,0.02637872
1-71281,0.06457907
1-71281,0.06457907
1-121330,0.01747139
1-121330,0.01747138
1-121523,0.07528241
1-121523,0.07528242
1-121413,0.01583223
1-121413,0.01583223
1-153246,0.01727283
1-153246,0.01727279
1-121387,-999
1-121387,-999
1-121334,0.04079181
1-121334,0.04076907
1-121375,0.08339186
1-121375,0.08333767
1-71269,0.06248523
1-71269,0.06236689
1-153254,0.07437605
1-153254,0.0743761
1-153038,0.01783992
1-153038,0.01783992
1-121277,0.05418039
1-121277,0.05418049
1-584650,0.02817092
1-584650,0.02817092
1-604824,0.06154307
1-604824,0.06154306
1-153035,0.08232785
1-153035,0.08232784
1-153028,0.02796861
1-153028,0.02796862
1-153082,0.06747454
1-153082,0.06747453
1-634056,0.03004379
1-634056,0.03004378
1-634093,0.1325865
1-634093,0.1325865
1-634119,0.01591989
1-634119,0.01591988
1-94403,0.02843931
1-94403,0.02843933
1-569095,0.02853061
1-569095,0.02853061
1-94554,0.03187925
1-94554,0.03187942
1-94451,0.02751403
1-94451,0.02751029
1-135625,0.02842867
1-135625,0.02842867
1-569098,0.07157677
1-569098,0.07157662
1-135664,0.03165681
1-135664,0.03165664
1-135003,0.04730478
1-135003,0.04730478
1-135608,0.0719708
1-135608,0.0719708
1-135668,0.02643718
1-135668,0.02643718
1-94422,0.03161061
1-94422,0.03161061
1-94604,0.04931895
1-94604,0.04931901
1-135044,0.03039502
1-135044,0.03039502
1-135626,0.06132666
1-135626,0.06132669
1-210173,0.07782264
1-210173,0.07782266
1-210578,0.1382579
1-210578,0.1382241
1-210098,0.03886532
1-210098,0.03886563
1-210604,0.02619696
1-210604,0.02622279
1-210604,0.02627248
1-210604,0.02629607
1-569155,0.06200477
1-569155,0.06200469
1-248443,0.02579728
1-248443,0.02579656
1-210114,0.03959252
1-210114,0.03959277
1-248410,0.02507207
1-248410,0.02507207
1-210135,0.03949851
1-210135,0.03949852
1-210611,0.02698714
1-210611,0.02698718
1-210611,0.02702059
1-210611,0.02702053
1-210461,0.06210983
1-210461,0.06210982
1-633608,0.02319917
1-633608,0.02319917
1-248420,0.03462359
1-248420,0.03462359
1-569077,0.1382851
1-569077,0.1382851
1-210116,0.03866832
1-210116,0.03866833
1-248405,0.07680418
1-248405,0.07680462
1-210547,0.141105
1-210547,0.1411224
1-236018,0.03718906
1-236018,0.03718906
1-266817,0.1300648
1-266817,0.1299997
1-236144,0.02821561
1-236144,0.02821368
1-236133,0.0163216
1-236133,0.0163216
1-235988,0.02722947
1-235988,0.02722947
1-236032,0.03131443
1-236032,0.03131457
1-236099,0.02055411
1-236099,0.02055415
1-235983,0.01860129
1-235983,0.01860112
1-236045,0.04093359
1-236045,0.0409335
1-236150,0.0168315
1-236150,0.01683377
1-235976,0.01621998
1-235976,0.01621998
1-236081,0.1053328
1-236081,0.1049767
1-236106,0.09472166
1-236106,0.09472261
1-236039,0.0242585
1-236039,0.02400761
1-321982,0.05019792
1-321982,0.05019809
1-235986,0.02711487
1-235986,0.02711487
1-236141,0.02527053
1-236141,0.02527053
1-457815,0.0233514
1-457815,0.0233514
1-457843,0.02500193
1-457843,0.02500452
1-395528,0.02548619
1-395528,0.02548771
1-458105,0.03692168
1-458105,0.03692166
1-626533,0.02513912
1-626533,0.02513912
1-458044,0.02471789
1-458044,0.02471789
1-457547,0.02410885
1-457547,0.02410885
1-457523,0.07538079
1-457523,0.07538073
1-457813,0.02412762
1-457813,0.02412207
1-458092,0.04697411
1-458092,0.04697412
1-457932,0.07349395
1-457932,0.07349391
1-457753,-999
1-457753,-999
1-458027,0.04886489
1-458027,0.04890127
1-457781,0.1262216
1-457781,0.1262216
1-626502,0.03523652
1-626502,0.03523651
1-457811,0.02349227
1-457811,0.02349227
1-626395,0.0247105
1-626395,0.0247105
1-626658,0.02542516
1-626658,0.02542516
1-457871,0.03529879
1-457871,0.03529879
1-627108,0.06527626
1-627108,0.0652755
1-568627,0.07748966
1-568627,0.07749622
1-626684,0.02564068
1-626684,0.02564068
1-457905,0.02597858
1-457905,0.02597855
1-627086,0.06687698
1-627086,0.06692567
1-626822,0.06404082
1-626822,0.06446992
1-458148,0.02828651
1-458148,0.02799569
1-458396,0.02899989
1-458396,0.02899986
1-423024,0.06212458
1-423024,0.06212458
1-457875,0.04039847
1-457875,0.04039846
1-458270,0.03126327
1-458270,0.03126327
1-457869,0.02935874
1-457869,0.02935874
1-423049,0.05088665
1-423049,0.05088666
1-568624,0.06258062
1-568624,0.06258062
1-458499,0.07646229
1-458499,0.07646253
1-395643,0.02354113
1-395643,0.02354114
1-458124,0.03912826
1-458124,0.03912826
1-626689,0.02892557
1-626689,0.02892557
1-395533,0.02704629
1-395533,0.02704629
1-458137,0.0366957
1-458137,0.0366957
1-395547,0.02991935
1-395547,0.02989528
1-458052,0.06799164
1-458052,0.06799145
1-395593,-999
1-395593,0.02481074
1-395617,0.03665908
1-395617,0.03665172
1-395734,0.04547807
1-395734,0.04489465
1-458127,0.03562291
1-458127,0.03562292
1-458033,0.02415878
1-458033,0.02415878
1-457816,0.1444127
1-457816,0.1444118
1-395601,0.04410131
1-395601,0.04410131
1-458138,0.03689839
1-458138,0.03732602
1-395622,0.03771774
1-395622,0.03782804
1-626669,0.02685041
1-626669,0.02685041
1-421314,0.01658271
1-421314,0.01658271
1-415939,0.03576009
1-415939,0.03576015
1-420924,0.02449378
1-420924,0.02449379
1-420631,0.01554078
1-420631,0.01554077
1-408028,0.04341209
1-408028,0.04341128
1-421316,0.02447167
1-421316,0.02447167
1-420638,0.01666308
1-420638,0.01666308
1-591961,0.01593732
1-591961,0.01593732
1-420908,0.02376549
1-420908,0.02376548
1-415955,0.06001441
1-415955,0.06001441
1-408035,0.04261585
1-408035,0.04261585
1-415958,0.01652144
1-415958,0.01651436
1-420636,0.02576542
1-420636,0.02576542
1-420901,-999
1-420901,-999
1-627238,0.02796781
1-627238,0.02796782
1-416015,0.0604912
1-416015,0.06049121
1-416039,0.06463504
1-416039,0.06463499
1-386272,0.1433289
1-386272,0.143357
1-386453,0.02632892
1-386453,0.02632892
1-386847,0.04780129
1-386847,0.04780129
1-386836,0.02233556
1-386836,0.02233555
1-605640,0.02177835
1-605640,0.02177835
1-386263,0.02144237
1-386263,0.02144238
1-386670,0.03187108
1-386670,0.03198114
1-386605,0.04866534
1-386605,0.04866534
1-386430,0.04877459
1-386430,0.04877463
1-386452,0.02688375
1-386452,0.02688375
1-386264,0.02713064
1-386264,0.0271302
1-386657,0.02189596
1-386657,0.0218975
1-386601,0.0263222
1-386601,0.0263222
1-386800,0.02167873
1-386800,0.02167813
1-386822,0.02144283
1-386822,0.02144283
1-386685,0.0204542
1-386685,0.0204542
1-386695,0.0474465
1-386695,0.04744649
1-174952,0.113942
1-174952,0.1139289
1-175169,0.02637703
1-175169,0.02637704
1-150227,0.128514
1-150227,0.1286161
1-149730,0.1292126
1-149730,0.1289307
1-175185,0.02259579
1-175185,0.02259563
1-149758,0.02387544
1-149758,0.02387544
1-150254,0.05309708
1-150254,0.05309708
1-174979,0.0573162
1-174979,0.05731595
1-174982,0.01887528
1-174982,0.01887621
1-617323,0.02642904
1-617323,0.02642904
1-174966,0.02631643
1-174966,0.02631643
1-175187,0.02397844
1-175187,0.02397844
1-174904,0.02296153
1-174904,0.02296153
1-576172,0.1284731
1-576172,0.1285036
1-175200,0.07850628
1-175200,0.07850628
1-174947,0.03329546
1-174947,0.03329539
1-175184,0.02351767
1-175184,0.02351767
1-174429,0.03135613
1-174429,0.03135613
1-576106,0.03177904
1-576106,0.03177952
1-174880,0.05550253
1-174880,0.05550253
1-174895,0.05187796
1-174895,0.0518769
1-174631,0.03725317
1-174631,0.03725317
1-174623,0.03335866
1-174623,0.03334317
1-174373,0.0235396
1-174373,0.02353959
1-615485,0.03460313
1-615485,0.0346306
1-174435,0.03250124
1-174435,0.03251291
1-174392,0.03513134
1-174392,0.03513134
1-174384,0.03595006
1-174384,0.0359697
1-174781,0.03195152
1-174781,0.03163585
1-174826,0.03241944
1-174826,0.0321535
1-589092,0.02406346
1-589092,0.02406346
1-174914,0.04668768
1-174914,0.04668768
1-174390,0.02966763
1-174390,0.02966763
1-615921,0.03275641
1-615921,0.03275641
1-150286,0.03914228
1-150286,0.03915085
1-150013,-999
1-150013,-999
1-150394,-999
1-150394,-999
1-150387,0.04994807
1-150387,0.04994808
1-150245,0.05624113
1-150245,0.05624112
1-149985,0.05032532
1-149985,0.05032749
1-150328,0.0514075
1-150328,0.05120317
1-149720,0.0582226
1-149720,0.05822263
1-188749,0.0683185
1-188749,0.06835522
1-150302,0.01911305
1-150302,0.01911304
1-149989,-999
1-149989,-999
1-150173,0.02328297
1-150173,0.02328297
1-150232,0.133139
1-150232,0.1331569
1-188177,0.02734667
1-188177,0.02734669
1-576162,0.0552096
1-576162,0.0552096
1-150337,-999
1-150337,-999
1-150397,0.07172614
1-150397,0.07172613
1-149650,0.04919185
1-149650,0.04919185
1-149556,0.03285946
1-149556,0.03285947
1-149887,0.02307191
1-149887,0.0230719
1-576181,0.02559647
1-576181,0.02559647
1-149517,0.05936645
1-149517,0.05936693
1-614907,0.04952896
1-614907,0.04952078
1-149501,0.02624265
1-149501,0.02624264
1-149496,0.0261991
1-149496,0.02619904
1-149561,0.02640197
1-149561,0.02640197
1-149879,0.02622648
1-149879,0.02622648
1-149871,0.02608208
1-149871,0.0260821
1-149536,0.03375371
1-149536,0.03375371
1-149512,0.03197265
1-149512,0.0319727
1-149471,0.04850525
1-149471,0.04850531
1-149878,0.02682322
1-149878,0.02682562
1-149563,0.02392051
1-149563,0.02392051
1-149541,0.03466846
1-149541,0.03466845
1-612080,0.02208767
1-612080,0.02208767
1-277300,0.03753095
1-277300,0.037531
1-277443,0.02218113
1-277443,0.02218154
1-277475,-999
1-277475,-999
1-277279,0.02943947
1-277279,0.02943947
1-277308,0
1-277308,0.02082378
1-277525,0.02511213
1-277525,0.02505021
1-277317,0.04277835
1-277317,0.04277838
1-173397,0.02530548
1-173397,0.02530548
1-173384,0.02867879
1-173384,0.0286788
1-278079,0.1434088
1-278079,0.1432275
1-276557,0.01963386
1-276557,0.0196332
1-276843,0.02222715
1-276843,0.02222715
1-278059,0.02499394
1-278059,0.02499392
1-588013,0.02110413
1-588013,0.02110078
1-277470,0.02156491
1-277470,0.02156746
1-277257,0.02052093
1-277257,0.02052093
1-188110,0.05824
1-188110,0.05830524
1-188218,0.01938632
1-188218,0.01938472
1-188888,0.0791646
1-188888,0.07916503
1-616662,0.06672197
1-616662,0.06672293
1-150370,0.05189345
1-150370,0.05189357
1-189197,0.02657469
1-189197,0.02657428
1-189145,0.0599969
1-189145,0.05999771
1-188756,0.02235965
1-188756,0.02229326
1-188548,-999
1-188548,-999
1-188530,0.05487702
1-188530,0.05487698
1-188165,0.05881697
1-188165,0.05896903
1-188753,0.05921572
1-188753,0.05921571
1-188186,0.05884346
1-188186,0.05833095
1-188545,0.1336122
1-188545,0.133607
1-188844,0.05261496
1-188844,0.05261507
1-188803,0.05603202
1-188803,0.05603202
1-187866,0.01862146
1-187866,0.01862172
1-149610,0.02732456
1-149610,0.02732456
1-149678,0.04814713
1-149678,0.04814716
1-149622,0.02135067
1-149622,0.02135084
1-188309,0.03981699
1-188309,0.03981682
1-149686,0.04772075
1-149686,0.04772073
1-149686,0.04771934
1-149686,0.0477193
1-187430,-999
1-187430,-999
1-149905,0.0475806
1-149905,0.04757277
1-149683,0.03386585
1-149683,0.03386579
1-187429,0.06862523
1-187429,0.06859634
1-188330,0.02723518
1-188330,0.02723517
1-149709,0.04896993
1-149709,0.04896994
1-149882,0.02622015
1-149882,0.02622015
1-187394,0.026808
1-187394,0.026808
1-187419,0.04931894
1-187419,0.04932218
1-187821,-999
1-187821,-999
1-188307,0.0471059
1-188307,0.0471059
1-149721,0.05709379
1-149721,0.05709382
1-149686,0.04772075
1-149686,0.04772073
1-149686,0.04771934
1-149686,0.0477193
1-149621,0.02690762
1-149621,0.02690762
1-149597,0.03386545
1-149597,0.03383244
1-149454,0.04839265
1-149454,0.04839264
1-149507,0.03227956
1-149507,0.03227955
1-149624,0.02713822
1-149624,0.02713823
1-149193,0.02766234
1-149193,0.02766224
1-149170,0.04852701
1-149170,0.04852701
1-149172,0.02071866
1-149172,0.02071866
1-149589,0.03406055
1-149589,0.03406056
1-149557,0.01450054
1-149557,0.01450054
1-149470,0.02640416
1-149470,0.02640418
1-149631,0.08010513
1-149631,0.08010523
1-149384,0.02758386
1-149384,0.02758388
1-576182,0.03346791
