mangaid,ha_z
1-210731,0.03004654
1-210731,0.02767087
1-135157,0.03252375
1-135157,0.03254895
1-211059,0.03261808
1-211059,0.03268733
1-210701,0.02964366
1-210701,0.0296417
1-594493,0.03118141
1-594493,0.0311814
1-210752,0.02658097
1-210752,0.02667801
1-135058,0.026981
1-135058,0.026981
1-633994,0.03054178
1-633994,0.03054166
1-135134,0.02150191
1-135134,0.02202737
1-210844,0.03599726
1-210844,0.03599725
1-210881,0.03509036
1-210881,0.03509036
1-210736,0.03533913
1-210736,0.03533913
1-135502,0.0305929
1-135502,0.0305929
1-564490,0.02575733
1-564490,0.02575732
1-569166,0.02723232
1-569166,0.02723223
1-211079,0.03038826
1-211079,0.03022621
1-211019,0.03326795
1-211019,0.03310202
1-210728,0.02852081
1-210728,0.02854053
1-211002,0.03697312
1-211002,0.03697311
1-135503,0.02967208
1-135503,0.02967123
1-210710,0.02919736
1-210710,0.02908117
1-210895,0.03192359
1-210895,0.03192359
1-210863,0.03002225
1-210863,0.03002226
1-248869,0.03175644
1-248869,0.03175627
1-210784,0.0292813
1-210784,0.02928126
1-594505,0.02803498
1-594505,0.0290882
1-210971,0.02905194
1-210971,0.02905194
1-95585,0.06331443
1-95585,0.06331443
1-136306,0.02321474
1-136306,0.02319838
1-564477,0.1163195
1-564477,0.1163209
1-546894,0.1224549
1-546894,0.1224453
1-176546,0.0566477
1-176546,0.05664771
1-634350,0.03746027
1-634350,0.03746027
1-136304,0.02360812
1-136304,0.02360718
1-136120,0.05733954
1-136120,0.0573397
1-136248,0.023677
1-136248,0.02367701
1-546873,0.03201163
1-546873,0.03201163
1-136305,0.02468933
1-136305,0.02469156
1-136268,0.04173196
1-136268,0.04173196
1-136292,0.122648
1-136292,0.1225664
1-95657,0.06284604
1-95657,0.06284599
1-546912,0.08670022
1-546912,0.0865283
1-634274,0.06433497
1-634274,0.0644274
1-136286,0.0328103
1-136286,0.03281031
1-23687,0.0205192
1-23687,0.0205192
1-23746,0.0276185
1-23746,0.02761851
1-634763,0.02785799
1-634763,0.02785801
1-23745,0.02034996
1-23745,0.02034996
1-25683,0.01809522
1-25683,0.01809038
1-23731,0.01718707
1-23731,0.01718417
1-23729,0.02739481
1-23729,0.0273953
1-25676,0.02785099
1-25676,0.02785106
1-25659,0.02904934
1-25659,0.02904933
1-23712,0.0321911
1-23712,0.03219887
1-25725,0.02912598
1-25725,0.02912601
1-25680,0.02785753
1-25680,0.0278574
1-23811,0.02717097
1-23811,0.02717097
1-23786,0.02754029
1-23786,0.02754029
1-23818,0.01649185
1-23818,0.01649185
1-25632,0.02707112
1-25632,0.02707108
1-23784,0.02759419
1-23784,0.02759418
1-95990,0.03540567
1-95990,0.03540477
1-96075,0.06314203
1-96075,0.06314202
1-96077,0.01569053
1-96077,0.01569053
1-96151,0.03429364
1-96151,0.03429364
1-95842,0.03584226
1-95842,0.03584227
1-594755,0.03392644
1-594755,0.0339265
1-95825,0.03321426
1-95825,0.03321425
1-94977,0.02901084
1-94977,0.02901081
1-94958,0.03433476
1-94958,0.03423151
1-94934,0.06998628
1-94934,0.06998565
1-95658,0.06483814
1-95658,0.06484753
1-95982,0.03370206
1-95982,0.03370213
1-564483,0.06160884
1-564483,0.06160881
1-94971,0.06283139
1-94971,0.06290045
1-95843,0.03557771
1-95843,0.03557771
1-95770,0.05191094
1-95770,0.05191093
1-96154,0.03336055
1-96154,0.03335726
1-560933,0.03189456
1-560933,0.03189456
1-136125,0.03168177
1-136125,0.03168175
1-177270,0.03668694
1-177270,0.03668694
1-176538,0.1070227
1-176538,0.1070214
1-176803,0.09988425
1-176803,0.09987455
1-176448,0.02910649
1-176448,0.02910669
1-177127,0.03707162
1-177127,0.03707161
1-176422,0.05626051
1-176422,0.0562604
1-136111,0.09950171
1-136111,0.09950139
1-177221,0.06312514
1-177221,0.06278988
1-176829,0.03720554
1-176829,0.03723753
1-176879,0.06242382
1-176879,0.06242384
1-177135,0.08590067
1-177135,0.08590059
1-176444,0.03059446
1-176444,0.03058418
1-177145,0.08525866
1-177145,0.08525875
1-176402,0.05629303
1-176402,0.05629297
1-634328,0.0845705
1-634328,0.08457066
1-179900,0.05752167
1-179900,0.05752169
1-596218,0.02070453
1-596218,0.02070453
1-289865,0.05253009
1-289865,0.052522
1-550913,0.1354827
1-550913,0.1354848
1-179795,0.04211708
1-179795,0.04210685
1-180047,0.0197503
1-180047,0.01975029
1-179561,0.01949585
1-179561,0.01949585
1-550901,0.06203027
1-550901,0.06203028
1-635590,0.05056845
1-635590,0.05056342
1-180028,0.01803678
1-180028,0.01803678
1-180012,0.03114834
1-180012,0.03114774
1-179929,0.04163824
1-179929,0.04157804
1-179844,0.06264806
1-179844,0.06264807
1-179981,0.03602235
1-179981,0.03602235
1-179947,0.03469357
1-179947,0.03469336
1-179556,0.03325355
1-179556,0.03325356
1-180039,0.03171403
1-180039,0.03171403
1-180298,0.1337771
1-180298,0.1337833
1-289846,0.03052857
1-289846,0.03052855
1-180153,0.1382563
1-180153,0.1381665
1-635647,0.04989596
1-635647,0.04989593
1-180522,0.0201781
1-180522,0.0201781
1-180286,0.01455192
1-180286,0.01455192
1-180208,0.03020129
1-180208,0.03020129
1-289841,0.03103693
1-289841,0.03108286
1-180299,0.1381943
1-180299,0.1381432
1-180308,0.1349758
1-180308,0.1349758
1-180193,0.03032076
1-180193,0.03032076
1-180168,0.03008527
1-180168,0.03008512
1-289868,0.03031589
1-289868,0.03031589
1-289864,0.04975953
1-289864,0.0497597
1-180334,0.05400987
1-180334,0.05400987
1-180514,0.09167676
1-180514,0.09167674
1-180135,0.03015039
1-180135,0.03015039
1-113539,0.01767225
1-113539,0.01767773
1-635474,0.01803704
1-635474,0.01803711
1-113700,0.03781825
1-113700,0.03781723
1-113587,0.06983553
1-113587,0.06983553
1-113476,0.1183655
1-113476,0.1183656
1-113698,0.01671981
1-113698,0.01671981
1-113567,0.01676921
1-113567,0.0167686
1-113567,0.01676088
1-113567,0.01675995
1-113208,0.06980886
1-113208,0.0698681
1-113675,0.1297412
1-113675,0.1297365
1-113663,0.03162185
1-113663,0.03161895
1-113672,0.07020572
1-113672,0.07020573
1-635503,0.0292713
1-635503,0.0292713
1-635503,0.02927077
1-635503,0.02927077
1-635506,0.01732376
1-635506,0.01732377
1-113525,0.01651438
1-113525,0.01649889
1-113525,0.0174179
1-113525,0.01741079
1-113525,0.01934818
1-113525,0.01921826
1-113647,0.07384852
1-113647,0.07384866
1-596095,0.01753417
1-596095,0.01753418
1-113654,0.04303789
1-113654,0.04303789
1-178812,-999
1-178812,-999
1-635285,0.02672355
1-635285,0.02672356
1-178686,0.05239899
1-178686,0.05239821
1-178828,0.01394726
1-178828,0.01394723
1-190560,0.02733528
1-190560,0.0273352
1-178794,0.05048949
1-178794,0.05048144
1-178838,0.02473202
1-178838,0.02473204
1-178782,0.02695459
1-178782,0.02695459
1-178790,0.02699063
1-178790,0.02699065
1-205522,0.1233871
1-205522,0.1231577
1-205502,0.05344239
1-205502,0.05344239
1-178601,0.08501389
1-178601,0.0850139
1-178824,0.0126708
1-178824,0.0126708
1-178695,0.07142955
1-178695,0.07142831
1-190574,0.09658357
1-190574,0.09658358
1-178698,0.01335101
1-178698,0.01335101
1-178823,0.01258685
1-178823,0.01258687
1-23372,0.1284668
1-23372,0.1284975
1-25656,0.03005746
1-25656,0.03005746
1-25746,0.0306675
1-25746,0.0306675
1-25682,0.02762462
1-25682,0.02762462
1-25729,0.03559469
1-25729,0.0355949
1-23665,0.03194166
1-23665,0.03191403
1-25663,0.03471659
1-25663,0.03471659
1-595204,0.02856851
1-595204,0.02856871
1-23670,0.02775887
1-23670,0.02775886
1-23679,0.02879265
1-23679,0.02879234
1-25566,-999
1-25566,-999
1-595225,0.02535331
1-595225,0.02534747
1-25722,0.02576607
1-25722,0.02576607
1-25707,0.02603426
1-25707,0.0260292
1-634806,0.03254598
1-634806,0.0328246
1-25718,0.02205157
1-25718,0.02205157
1-25740,0.02836565
1-25740,0.02836565
1-24003,0.03034668
1-24003,0.03034667
1-24172,-999
1-24172,-999
1-24161,0.02905563
1-24161,0.0290559
1-24142,0.02711084
1-24142,0.02711082
1-24375,-999
1-24375,-999
1-23980,0.02895557
1-23980,0.02895557
1-23955,0.02859632
1-23955,0.02801933
1-23951,0.02815211
1-23951,0.02815182
1-24132,0.02756922
1-24132,0.02760474
1-23927,0.02797525
1-23927,0.02797525
1-23890,0.03105113
1-23890,0.03096487
1-23991,0.01752879
1-23991,0.01752879
1-23976,0.02884653
1-23976,0.02884435
1-24104,0.03016958
1-24104,0.03016952
1-24209,0.02673055
1-24209,0.02673055
1-24179,0.02895684
1-24179,0.02895684
1-24128,0.02682509
1-24128,0.02682509
1-24425,0.0293626
1-24425,0.02936263
1-634795,0.02937819
1-634795,0.02937819
1-24482,0.06924566
1-24482,0.06924566
1-24423,0.0472376
1-24423,0.0472376
1-24251,0.08594823
1-24251,0.08594797
1-24380,0.03220952
1-24380,0.03171909
1-24246,0.08185847
1-24246,0.08185848
1-24295,0.02945404
1-24295,0.02945411
1-24371,0.02777385
1-24371,0.02777386
1-24440,0.02938774
1-24440,0.02938774
1-24418,0.03004973
1-24418,0.03004866
1-634789,0.06205164
1-634789,0.06205187
1-24279,0.06267422
1-24279,0.06267418
1-24293,0.03039436
1-24293,0.0303943
1-24416,0.02817681
1-24416,0.02817677
1-24407,0.03012757
1-24407,0.03012757
1-634800,0.03018394
1-634800,0.03018383
1-29749,0.02215727
1-29749,0.02215728
1-29843,0.02286506
1-29843,0.02286506
1-29874,0.03756688
1-29874,0.0375682
1-637825,0.03798617
1-637825,0.03798618
1-29799,0.04530066
1-29799,0.04529658
1-29748,0.02216818
1-29748,0.02216816
1-29809,0.02199509
1-29809,0.0219951
1-29512,0.07117197
1-29512,0.07117195
1-29726,0.08251367
1-29726,0.08245798
1-29878,0.03784875
1-29878,0.03818733
1-204551,0.02260101
1-204551,0.02260101
1-29792,0.02264458
1-29792,0.02264458
1-29917,0.0229576
1-29917,0.02295759
1-29728,0.03718923
1-29728,0.03718923
1-638033,0.03519061
1-638033,0.02780576
1-29851,0.0926483
1-29851,0.09264826
1-29811,0.04476682
1-29811,0.04476683
1-378901,0.1017323
1-378901,0.1017297
1-378903,0.01953634
1-378903,0.01953564
1-379241,0.04049693
1-379241,0.04049693
1-379216,0.04130632
1-379216,0.04130598
1-378863,0.02128583
1-378863,0.02128584
1-379255,0.01847063
1-379255,0.01847047
1-379008,0.0231156
1-379008,0.0231156
1-379261,0.02329881
1-379261,0.02329881
1-378910,0.0663562
1-378910,0.06659373
1-379348,0.01782767
1-379348,0.01782846
1-379209,0.0406501
1-379209,0.0406501
1-378957,0.1011528
1-378957,0.1013106
1-378966,0.0695871
1-378966,0.06958713
1-379277,0.03611197
1-379277,0.03611197
1-379243,0.01919386
1-379243,0.01916701
1-378881,0.02202714
1-378881,0.02221462
1-379202,0.0411121
1-379202,0.0411121
1-379454,0.05042971
1-379454,0.0504297
1-379605,0.04110911
1-379605,0.04110912
1-379653,0.03374934
1-379653,0.0337493
1-379708,0.03247331
1-379708,0.03247331
1-379741,0.03296805
1-379741,0.03296804
1-379660,0.03583947
1-379660,0.0358394
1-379387,0.02375849
1-379387,0.0237585
1-379375,0.01903066
1-379375,0.01906686
1-379430,0.02400194
1-379430,0.02400195
1-379536,0.03278927
1-379536,0.03278927
1-379545,0.1006383
1-379545,0.1006382
1-379291,0.03491573
1-379291,0.03491573
1-567961,0.06447242
1-567961,0.06447242
1-379410,0.0406888
1-379410,0.04068881
1-567968,0.03242904
1-567968,0.03242904
1-379777,0.03733613
1-379777,0.03733613
1-379528,0.0418556
1-379528,0.04174739
1-43528,0.05971535
1-43528,0.05971534
1-43139,0.04154857
1-43139,0.04154857
1-43338,0.01956409
1-43338,0.01956408
1-43857,0.04130885
1-43857,0.04130884
1-71939,0.01983246
1-71939,0.01983246
1-43541,0.02571707
1-43541,0.02571819
1-43829,0.01984931
1-43829,0.01984931
1-43584,0.01352649
1-43584,0.01352649
1-43137,0.08614456
1-43137,0.08567859
1-43856,0.04274001
1-43856,0.04274008
1-71956,0.03974361
1-71956,0.03974358
43-22,-999
43-22,-999
1-43589,0.07179118
1-43589,0.07179119
1-43896,0.09878659
1-43896,0.09872567
1-43865,0.04089256
1-43865,0.04089257
1-43349,0.07039643
1-43349,0.07042554
1-71974,0.0335791
1-71974,0.0335791
1-548135,0.1300349
1-548135,0.1300266
1-604880,0.02220908
1-604880,0.02220909
1-339295,0.04358737
1-339295,0.04358895
1-339291,0.02254183
1-339291,0.02254218
1-44763,0.06235719
1-44763,0.06235724
1-44798,0.02239843
1-44798,0.02239843
1-44767,0.06081008
1-44767,0.06081001
1-339120,0.129162
1-339120,0.1291639
1-339111,0.05195893
1-339111,0.05196391
1-44818,0.02208872
1-44818,0.02208872
1-604860,0.05169788
1-604860,0.05169788
1-44210,0.02163221
1-44210,0.02163221
1-548194,0.0562127
1-548194,0.0562127
1-548196,0.0789819
1-548196,0.0789493
1-339300,0.0171567
1-339300,0.0171567
1-339125,0.05345041
1-339125,0.05345099
1-44722,0.02865077
1-44722,0.02834581
1-548157,0.02422184
1-548157,0.02422182
1-548172,0.1297918
1-548172,0.129792
1-378826,0.09813067
1-378826,0.09813935
1-351792,0.02262348
1-351792,0.02262348
1-378795,0.09683576
1-378795,0.09683587
1-378728,0.02349113
1-378728,0.02349113
1-378844,0.02204456
1-378844,0.02204456
1-378770,0.1337366
1-378770,0.1337367
1-604907,0.05465538
1-604907,0.05465537
1-379124,0.05458405
1-379124,0.05458404
1-351815,0.0952237
1-351815,0.09522688
1-379030,0.05429643
1-379030,0.05429641
1-378753,0.02258098
1-378753,0.02258098
1-379045,0.02246393
1-379045,0.02246393
1-351919,0.01841183
1-351919,0.01813645
1-379087,0.05344171
1-379087,0.0534417
1-378749,0.02235549
1-378749,0.02235549
1-379196,-999
1-379196,-999
1-352130,0.0189364
1-352130,0.01893875
1-379571,0.04212456
1-379571,0.04212456
1-352245,0.04181831
1-352245,0.04181832
1-352114,-999
1-352114,-999
1-379199,0.01921255
1-379199,0.01921255
1-351869,0.05485494
1-351869,0.05485463
1-605012,0.06427554
1-605012,0.06427555
46-183,0.1025205
46-183,0.1025066
1-548341,0.0706775
1-548341,0.07067755
1-352081,0.03967731
1-352081,0.03967597
1-351911,0.04201027
1-351911,0.04201027
1-548180,0.02365594
1-548180,0.02365594
1-379380,0.07119568
1-379380,0.07119573
1-379490,0.04102504
1-379490,0.04100309
1-379214,0.02323296
1-379214,0.02323292
1-352103,0.01872317
1-352103,0.01872317
1-604835,0.02850897
1-604835,0.02850897
1-121747,0.1305462
1-121747,0.1305463
1-121773,0.01996203
1-121773,0.01996166
1-604883,0.02025168
1-604883,0.02025073
1-584687,0.01386775
1-584687,0.01386303
1-71481,0.1315705
1-71481,0.13157
1-121532,0.1401136
1-121532,0.140118
1-584637,0.02827946
1-584637,0.02827929
1-71488,0.06398136
1-71488,0.06397048
1-121735,0.04579706
1-121735,0.04579705
1-121486,0.02893126
1-121486,0.02893126
1-121697,0.04560757
1-121697,0.04560757
1-121717,0.1099348
1-121717,0.1099348
1-121737,0.1138034
1-121737,0.1138105
1-548622,0.1330801
1-548622,0.133082
1-71525,0.04574446
1-71525,0.04574448
1-121598,0.07161864
1-121598,0.07161884
1-44303,0.04998515
1-44303,0.04998517
1-44379,0.03904704
1-44379,0.03904704
1-45126,0.03604859
1-45126,0.03604337
1-45080,0.03873815
1-45080,0.03873815
1-45036,-999
1-45036,-999
1-45108,0.0321022
1-45108,0.03210227
1-44312,0.02187528
1-44312,0.02187527
1-44113,0.1020177
1-44113,0.1020174
1-44726,0.06113556
1-44726,0.06113554
1-45112,0.04042398
1-45112,0.04042399
1-44091,0.1008378
1-44091,0.1008303
1-44063,0.06395866
1-44063,0.06395867
1-44361,0.0471433
1-44361,0.0471433
1-45016,0.05511279
1-45016,0.05511311
1-44633,0.04038321
1-44633,0.0403832
1-44634,0.05021845
1-44634,0.05021844
1-44660,0.02241238
1-44660,0.02241119
1-44801,0.05919887
1-44801,0.05919887
1-44745,0.01937159
1-44745,0.01937159
1-44789,0.05857065
1-44789,0.0585708
1-44880,0.02252293
1-44880,0.02251718
1-44637,0.03619905
1-44637,0.03619809
1-548191,0.02100796
1-548191,0.02134136
1-44690,0.02916244
1-44690,0.02916261
1-548190,0.02106956
1-548190,0.02120799
1-44865,0.02217296
1-44865,0.02217296
1-44915,0.04033659
1-44915,0.04033658
1-44700,0.02099581
1-44700,0.02108291
1-44667,0.02890993
1-44667,0.02890972
1-44707,0.02175592
1-44707,0.02175592
1-351474,0.0600135
1-351474,0.06001351
1-44905,0.04058655
1-44905,0.04058653
1-584693,0.01718167
1-584693,0.01719082
1-44693,0.02208577
1-44693,0.02208577
1-45291,0.1168026
1-45291,0.1167797
1-351719,0.1349878
1-351719,0.1349876
1-351751,0.09565264
1-351751,0.09571788
1-351743,0.01650728
1-351743,0.01650728
1-351716,0.1363163
1-351716,0.13618
1-351790,0.02271932
1-351790,0.02271932
1-351702,0.01679692
1-351702,0.01679692
1-351470,0.05831528
1-351470,0.05831522
1-45399,0.07146997
1-45399,0.07147042
1-351746,0.07205582
1-351746,0.07205581
1-351692,0.05577952
1-351692,0.05584
1-351694,0.05558011
1-351694,0.05558034
1-45299,0.03876609
1-45299,0.03876608
1-351818,0.01645041
1-351818,0.01645041
1-45268,0.03862191
1-45268,0.0386219
1-45370,0.1202818
1-45370,0.1204206
1-45427,0.05373913
1-45427,0.05373882
1-48557,0.04116748
1-48557,0.04111738
1-48545,0.04402858
1-48545,0.04402858
1-48805,0.1410942
1-48805,0.1410941
1-48773,0.08109456
1-48773,0.08109303
1-48560,0.03867164
1-48560,0.03867163
1-48772,0.04576254
1-48772,0.0457623
1-48531,0.03870564
1-48531,0.03869847
1-47511,0.1181459
1-47511,0.1181459
1-47948,0.04528466
1-47948,0.04533111
1-48558,0.02536202
1-48558,0.0253616
1-564239,0.1478206
1-564239,0.1478219
1-48586,0.0381615
1-48586,0.0381615
40-2,0.1001973
40-2,0.1002009
1-55572,0.04532408
1-55572,0.04532416
1-48884,0.08151037
1-48884,0.08151104
1-48535,0.03796979
1-48535,0.03797144
1-48760,0.08343919
1-48760,0.08339963
1-47305,0.03160846
1-47305,0.03160845
1-47256,0.04934533
1-47256,0.0493408
1-48053,0.03094103
1-48053,0.03093881
1-47474,0.0306894
1-47474,0.03068904
1-48460,0.02478434
1-48460,0.02478434
1-47463,0.02282344
1-47463,0.02268934
1-47221,0.02452897
1-47221,0.02452897
1-47272,0.04539703
1-47272,0.04536871
1-48084,0.03100917
1-48084,0.0310102
1-48067,0.02539133
1-48067,0.02552762
1-48450,0.03036673
1-48450,0.03036651
1-47244,0.06313127
1-47244,0.06140751
1-564242,0.04719853
1-564242,0.04724891
1-47432,0.04228462
1-47432,0.04228462
1-47499,0.04621366
1-47499,0.04621359
1-48437,0.03833712
1-48437,0.03833712
1-47196,0.03875134
1-47196,0.03875134
1-73005,0.05140294
1-73005,0.05140296
1-73002,0.04766368
1-73002,0.04766369
1-73241,0.04524289
1-73241,0.04524265
1-45787,0.1290324
1-45787,0.128984
1-72914,0.09702767
1-72914,0.09702772
1-73042,0.05389643
1-73042,0.05389642
1-72913,0.04252566
1-72913,0.04252572
1-45520,0.03783131
1-45520,0.03783131
1-45527,0.05437687
1-45527,0.05437953
1-73009,0.05370239
1-73009,0.0537024
1-73029,0.05021679
1-73029,0.05021678
1-72928,0.1266365
1-72928,0.1266634
1-73001,0.05408943
1-73001,0.05408943
1-73028,0.04715791
1-73028,0.04715292
1-73184,0.1474684
1-73184,0.1475835
43-47,0.007380523
43-47,0.007380522
1-574519,0.0491091
1-574519,0.04910909
1-163516,0.02867891
1-163516,0.02867891
1-217637,0.08508459
1-217637,0.08508459
1-163511,0.01820143
1-163511,0.01820143
1-217649,0.04620832
1-217649,0.04620785
1-229547,0.02453278
1-229547,0.0245249
1-163594,0.04313152
1-163594,0.04313172
1-217854,0.1022053
1-217854,0.1022696
1-217617,0.07822437
1-217617,0.07822412
1-217695,0.04488169
1-217695,0.04469974
1-217650,0.02792413
1-217650,0.02792414
1-217557,0.04773632
1-217557,0.04774091
1-217674,0.04610334
1-217674,0.04609781
1-217686,0.04726482
1-217686,0.04726483
1-163531,0.09581418
1-163531,0.09581489
1-217684,0.04595885
1-217684,0.0453033
1-604826,0.04747937
1-604826,0.04747663
1-584618,0.04589689
1-584618,0.04586523
1-51767,0.02046368
1-51767,0.02046368
1-51813,0.02211432
1-51813,0.02211432
1-52037,0.01748267
1-52037,0.01748266
1-51706,0.02232006
1-51706,0.02232006
1-604172,0.02099866
1-604172,0.02099866
1-51776,0.03362819
1-51776,0.03362847
1-51634,0.02751187
1-51634,0.02770859
1-51810,0.02091639
1-51810,0.02091639
1-51766,0.02216837
1-51766,0.02216837
1-583556,0.02255473
1-583556,0.02255473
1-51631,0.02845385
1-51631,0.02845385
1-51725,-999
1-51725,-999
1-51799,0.03479519
1-51799,0.03479571
1-51779,0.03573606
1-51779,0.03567927
1-51668,0.02168576
1-51668,0.02168387
1-51660,0.03354194
1-51660,0.03354196
1-51826,0.02225221
1-51826,0.02225221
1-51939,0.02840036
1-51939,0.02840036
1-51886,0.03303165
1-51886,0.03303072
1-51949,0.03304944
1-51949,0.03304942
1-52284,0.03663825
1-52284,0.03664019
1-52259,0.06779429
1-52259,0.06779429
1-52357,0.06488927
1-52357,0.06488993
1-639152,0.1209479
1-639152,0.1209278
1-51938,0.02805678
1-51938,0.02805676
1-51970,0.03277917
1-51970,0.03277601
1-52494,0.1310354
1-52494,0.1309344
1-604210,0.06397382
1-604210,0.06397469
1-52367,0.06582015
1-52367,0.06582241
1-52169,0.1217795
1-52169,0.1217875
1-52368,0.03696726
1-52368,0.03699294
1-52462,0.0176586
1-52462,0.0176586
1-51968,0.02259565
1-51968,0.02259622
1-51941,0.04301932
1-51941,0.04301932
1-455661,0.04564305
1-455661,0.04564306
1-622911,0.02773328
1-622911,0.02773328
1-456693,0.0200396
1-456693,0.01988987
1-456341,0.02590185
1-456341,0.02472396
1-456935,0.02723311
1-456935,0.02719579
1-456371,0.02377654
1-456371,0.02416993
1-591068,0.01184876
1-591068,0.01075735
1-456434,0.02190939
1-456434,0.02192617
1-456381,0.02812685
1-456381,-999
1-404231,0.02333479
1-404231,0.02333479
1-456631,0.02083972
1-456631,0.02070692
1-455681,0.0195436
1-455681,0.01998192
1-455685,0.03109911
1-455685,0.0307608
1-591183,0.02303539
1-591183,0.02301807
1-456355,0.02449603
1-456355,0.02449603
1-455633,0.02099239
1-455633,0.02099239
1-456526,0.02188335
1-456526,0.02187976
1-456376,0.02506458
1-456376,0.02506459
1-456865,0.02014186
1-456865,0.02014347
1-456583,0.02395326
1-456583,0.02395464
1-457200,0.02461249
1-457200,0.02461249
1-456353,0.02780748
1-456353,0.02774785
1-456540,0.02532926
1-456540,0.02532925
1-456924,0.02311071
1-456924,0.02285495
1-456306,0.02557731
1-456306,0.0255773
1-456906,0.02104731
1-456906,0.02139017
1-457176,0.0214685
1-457176,0.02147217
1-456656,0.02455284
1-456656,0.02456234
1-456337,0.02409071
1-456337,0.02409336
1-457168,-999
1-457168,-999
1-456370,-999
1-456370,-999
1-404171,0.02525107
1-404171,0.02525108
1-457175,-999
1-457175,-999
1-457236,0.02088844
1-457236,0.02088844
1-456759,-999
1-456759,-999
1-456320,0.01876389
1-456320,0.01878245
1-457198,0.02040705
1-457198,0.02041492
1-456769,0.02189471
1-456769,0.02195139
1-456914,0.02202846
1-456914,0.02208519
1-456590,0.02297303
1-456590,0.02293469
1-457235,0.02588336
1-457235,0.02589147
1-456537,0.02389591
1-456537,0.023886
1-456844,0.02157062
1-456844,0.02149634
1-456904,0.02637039
1-456904,0.02637034
1-457130,0.02740709
1-457130,0.02740709
1-456567,0.02522243
1-456567,0.02581865
1-456925,0.01926122
1-456925,0.0211969
1-456768,-999
1-456768,-999
1-456947,0.02324127
1-456947,0.02325849
1-456862,0.0229994
1-456862,0.0229506
1-456559,0.0202143
1-456559,0.02023326
1-403703,0.05685868
1-403703,0.05685868
1-456984,0.01841402
1-456984,0.01841398
1-403684,0.03928278
1-403684,0.03928278
1-404168,0.02315416
1-404168,0.02275836
1-403685,0.02444251
1-403685,0.02456935
1-456973,0.02464032
1-456973,0.02471155
1-457204,0.01848525
1-457204,0.01834486
1-456772,0.01636942
1-456772,0.01636942
1-456508,0.02244206
1-456508,0.0205661
1-457122,0.02118026
1-457122,0.02117596
1-456380,0.02605684
1-456380,0.02584565
1-404155,0.01986054
1-404155,0.01984954
1-457009,0.01776773
1-457009,0.01776773
1-404200,0.02286527
1-404200,0.0229094
1-404135,0.02834929
1-404135,0.02862758
1-457004,0.02190156
1-457004,0.022009
1-403693,0.01960819
1-403693,0.01964328
1-404249,0.02512942
1-404249,0.02500905
1-404260,0.02406658
1-404260,0.02402944
1-623447,0.02628979
1-623447,0.02628979
1-403664,0.02140846
1-403664,0.02140845
1-404191,0.02259863
1-404191,0.02266998
1-457177,0.02107372
1-457177,0.02109388
1-457206,0.02367383
1-457206,0.02370936
1-456773,0.0206441
1-456773,0.02075535
1-404279,0.02161765
1-404279,0.02161607
1-404265,0.02303938
1-404265,0.02303938
1-456708,0.03951972
1-456708,0.03927379
1-456530,0.02156342
1-456530,0.02169294
1-456516,0.02305115
1-456516,0.02316966
1-456289,0.02619574
1-456289,0.02619089
1-457196,0.02301184
1-457196,0.02301184
1-404184,0.02092821
1-404184,0.02095734
1-403720,0.02266886
1-403720,0.02261077
1-152791,0.05984889
1-152791,0.05984902
1-152720,0.05707563
1-152720,0.05708053
1-201602,0.01434721
1-201602,0.01434985
1-152743,0.01271558
1-152743,0.01271558
1-152579,-999
1-152579,-999
1-152742,0.06090481
1-152742,0.06078076
1-152632,0.02390299
1-152632,0.02390296
1-152763,-999
1-152763,-999
1-121235,0.06106268
1-121235,0.06106261
1-604846,0.01478621
1-604846,0.01478593
1-152769,0.03579994
1-152769,0.03579822
1-152806,0.03062411
1-152806,0.03067026
1-152700,0.05920444
1-152700,0.05920471
1-152936,0.1198976
1-152936,0.1193813
1-152828,0.01426242
1-152828,0.01426242
1-152830,0.02586863
1-152830,0.02586865
1-152777,0.0627527
1-152777,0.06275287
1-152770,0.02705765
1-152770,0.02705765
1-556525,0.06395353
1-556525,0.06395368
1-146380,0.04568313
1-146380,0.04568222
1-604878,0.01667603
1-604878,0.01667604
1-604864,0.05993162
1-604864,0.05993722
1-201307,0.02670283
1-201307,0.02670283
1-201392,0.02240538
1-201392,0.02240539
1-604841,0.02770333
1-604841,0.02770534
1-201320,0.02479147
1-201320,0.02446925
1-201479,0.09953497
1-201479,0.09953529
1-201334,0.02769798
1-201334,0.02855306
1-556527,0.05988358
1-556527,0.05988357
1-146067,0.0165914
1-146067,0.01658656
1-201685,0.01675608
1-201685,0.01675609
1-146337,0.04902934
1-146337,0.04903179
1-584634,0.02704007
1-584634,0.02706932
1-146360,0.04123691
1-146360,0.04123689
1-201874,0.05260117
1-201874,0.05260117
1-201756,0.04023151
1-201756,0.04023146
1-146465,0.07543875
1-146465,0.07543882
1-146440,0.03635252
1-146440,0.0363525
1-604980,-999
1-604980,-999
1-201813,-999
1-201813,-999
1-146292,0.04645555
1-146292,0.04645552
1-201798,0.04572067
1-201798,0.04572066
1-201892,0.05776011
1-201892,0.0577598
1-146432,0.04006799
1-146432,0.04006799
1-146420,0.144094
1-146420,0.1440808
1-146271,0.04217339
1-146271,0.04212886
1-146344,0.04533981
1-146344,0.04533981
1-201742,0.1058538
1-201742,0.105956
1-146408,0.07510465
1-146408,0.07504712
1-201812,0.04699187
1-201812,0.04699187
